config_id,fold,case_id,n_estimators,max_depth,min_samples_leaf,max_features,pancreas_dice,kidney_dice,liver_dice,mean_foreground_dice
config_002,2,UKCHLL011,100,5,1,all,0.5720052899004664,0.948791868568558,0.9665973493418096,0.8291315026036115
config_002,2,UKCHLL017,100,5,1,all,0.6455933261449407,0.9215430842045313,0.9743695517561815,0.8471686540352179
config_002,2,UKCHLL031,100,5,1,all,0.8035486164263788,0.9405719065387975,0.9711565631316974,0.9050923620322912
config_002,2,UKCHLL037,100,5,1,all,0.7646877069079674,0.9223002962296322,0.9670884504526692,0.8846921511967563
config_002,3,UKCHLL009,100,5,1,all,0.8379394700254017,0.9213137513230404,0.9688366488623738,0.9093632900702718
config_002,3,UKCHLL039,100,5,1,all,0.7071597779056472,0.938171438756007,0.9620968458287033,0.8691426874967858
config_002,3,UKCHLL043,100,5,1,all,0.7693177777591126,0.9088157031925843,0.9688760197907198,0.8823365002474723
config_002,3,UKCHLL046,100,5,1,all,0.749596489238259,0.9460219084970937,0.9520063085903973,0.8825415687752499
config_002,4,UKCHLL015,100,5,1,all,0.6171942570489535,0.9327155044404757,0.9696280957890865,0.839845952426172
config_002,4,UKCHLL034,100,5,1,all,0.7474730047520638,0.9376802228597771,0.9683281544781088,0.8844937940299834
config_002,4,UKCHLL038,100,5,1,all,0.6918277474982489,0.9026756297889489,0.9711019853832676,0.855201787556822
config_002,4,UKCHLL048,100,5,1,all,0.3897932351883405,0.9257748979937949,0.9508420108812087,0.7554700480211146
config_002,5,UKCHLL021,100,5,1,all,0.7734297455705015,0.9352529435444863,0.962691476476949,0.8904580551973122
config_002,5,UKCHLL023,100,5,1,all,0.7060378689248145,0.9203767058817623,0.04452850878631232,0.5569810278642964
config_002,5,UKCHLL035,100,5,1,all,0.6937478147547758,0.9372914462439977,0.9650793147424712,0.8653728585804149
config_002,5,UKCHLL041,100,5,1,all,0.7808470582663367,0.944118294344022,0.9476749123381325,0.8908800883161637
config_003,1,UKCHLL001,100,5,50,sqrt,0.6100656894523967,0.9118014185387213,0.9766086055385905,0.8328252378432363
